,Unnamed: 0,数据名称,数据类型,数据标签,数据大小,数据格式,时间范围,数据规格,价格,评价,浏览量,店铺
1926,2060,甘肃省住宅小区位置信息数据,文本,位置地图 ,540672.0,xlsx,2016.10-2017.10,单个数据 ,741.0,5.0分,24182,北京大地图科技有限公司
1927,2061,湖南省彩票彩券销售点位置信息数据,文本,位置地图 ,614400.0,xlsx,2016.10-2017.10,单个数据 ,886.0,5.0分,25807,北京大地图科技有限公司
1928,2062,全国潮州菜餐馆位置数据,文本,位置地图 ,1677721.6,xlsx,2016.10-2017.11,单个数据 ,1782.0,5.0分,28620,北京大地图科技有限公司
1929,2063,全国上海华联超市位置数据,文本,位置地图 ,116736.0,xlsx,2016.11-2017.10,单个数据 ,119.0,5.0分,21245,北京大地图科技有限公司
1930,2064,全国德系菜品餐厅位置数据,文本,位置地图 ,58368.0,xlsx,2016.10-2017.11,单个数据 ,48.0,5.0分,28431,北京大地图科技有限公司
1931,2065,全国荣威汽车特约销售点位置数据,文本,位置地图 ,49152.0,xlsx,2016.10-2017.10,单个数据 ,39.0,5.0分,22263,北京大地图科技有限公司
1932,2066,全国大众汽车特约销售点位置数据,文本,位置地图 ,282624.0,xlsx,2016.11-2017.11,单个数据 ,274.0,5.0分,30010,北京大地图科技有限公司
1933,2067,全国四星级酒店位置数据,文本,位置地图 ,1258291.2,xlsx,2016.11-2017.11,单个数据 ,1313.0,5.0分,23018,北京大地图科技有限公司
1934,2068,全国报社位置数据,文本,位置地图 ,635904.0,xlsx,2016.11-2017.11,单个数据 ,706.0,5.0分,28092,北京大地图科技有限公司
1935,2069,全国汽车俱乐部位置数据,文本,位置地图 ,517120.0,xlsx,2016.11-2017.11,单个数据 ,533.0,5.0分,27786,北京大地图科技有限公司
1936,2070,金融对话语料豪华版-6360轮,文本,智能客服 ,595968.0,xlsx,2019.12-2019.12,单个数据 ,12720.0,5.0分,20741,北京云腾智达信息技术有限公司
1937,2071,金融对话语料体验版十轮-1000轮,文本,智能客服 ,105472.0,xlsx,2019.12-2019.12,单个数据 ,2000.0,5.0分,23375,北京云腾智达信息技术有限公司
1938,2072,金融对话语料10轮—2050轮,文本,智能客服 ,218112.0,.xlsx,2019.11-2019.11,单个数据 ,4100.0,5.0分,21067,北京云腾智达信息技术有限公司
1939,2073,金融对话语料10轮_2000轮,文本,智能客服 ,233472.0,.xlsx,2019.12-2019.12,单个数据 ,4000.0,5.0分,25216,北京云腾智达信息技术有限公司
1940,2074,全国乡镇街道行政区划-河南省郑州市中原区,文本,位置地图 ,51200.0,shp,2016.01-2016.12,单个数据 ,700.0,5.0分,27266,北京大地图科技有限公司
1941,2075,河南省保险公司位置信息数据,文本,位置地图 ,470016.0,xlsx,2016.11-2017.10,单个数据 ,535.0,5.0分,24763,北京大地图科技有限公司
1942,2076,全国整形美容医院位置信息数据,文本,位置地图 ,455680.0,xlsx,2016.10-2017.10,单个数据 ,508.0,5.0分,22947,北京大地图科技有限公司
1943,2077,福建省商务大厦写字楼位置信息数据,文本,位置地图 ,520192.0,xlsx,2016.10-2017.10,单个数据 ,669.0,5.0分,25922,北京大地图科技有限公司
1944,2078,江苏省中国联通营业厅位置信息数据,文本,位置地图 ,253952.0,xlsx,2016.10-2017.10,单个数据 ,294.0,5.0分,23209,北京大地图科技有限公司
1945,2079,广东省KTV位置信息数据,文本,位置地图 ,523264.0,xlsx,2016.10-2017.10,单个数据 ,565.0,5.0分,29797,北京大地图科技有限公司
1946,2080,河南省二手车交易市场位置信息数据,文本,位置地图 ,226304.0,xlsx,2016.11-2017.10,单个数据 ,244.0,5.0分,22869,北京大地图科技有限公司
1947,2081,全国7-ELEVEn便利店位置数据,文本,位置地图 ,110592.0,xlsx,2016.10-2017.10,单个数据 ,109.0,5.0分,22450,北京大地图科技有限公司
1948,2082,全国长安汽车维修点位置数据,文本,位置地图 ,142336.0,xlsx,2016.10-2017.11,单个数据 ,136.0,5.0分,28529,北京大地图科技有限公司
1949,2083,全国残障/无障碍洗手间位置数据,文本,位置地图 ,219136.0,xlsx,2016.10-2017.10,单个数据 ,320.0,5.0分,21405,北京大地图科技有限公司
1950,2084,全国湖北鄂菜餐馆位置数据,文本,位置地图 ,379904.0,xlsx,2016.10-2017.10,单个数据 ,394.0,5.0分,21803,北京大地图科技有限公司
1951,2085,全国一汽解放汽车销售点位置数据,文本,位置地图 ,60416.0,xlsx,2016.11-2017.11,单个数据 ,53.0,5.0分,28939,北京大地图科技有限公司
1952,2086,全国三菱汽车特约销售点位置数据,文本,位置地图 ,77824.0,xlsx,2016.10-2017.10,单个数据 ,67.0,5.0分,22593,北京大地图科技有限公司
1953,2087,全国现代汽车特约销售点位置数据,文本,位置地图 ,164864.0,xlsx,2016.10-2017.11,单个数据 ,155.0,5.0分,20911,北京大地图科技有限公司
1954,2088,全国自来水公司营业厅位置数据,文本,位置地图 ,514048.0,xlsx,2016.11-2017.11,单个数据 ,585.0,5.0分,22175,北京大地图科技有限公司
1955,2089,全国五星级酒店位置数据,文本,位置地图 ,512000.0,xlsx,2016.11-2017.11,单个数据 ,514.0,5.0分,25062,北京大地图科技有限公司
1956,2090,全国水上活动中心位置数据,文本,位置地图 ,237568.0,xlsx,2016.11-2017.11,单个数据 ,219.0,5.0分,27045,北京大地图科技有限公司
1957,2091,全国青年旅舍位置数据,文本,位置地图 ,847872.0,xlsx,2015.11-2017.11,单个数据 ,801.0,5.0分,20563,北京大地图科技有限公司
1958,2092,全国迪厅位置数据,文本,位置地图 ,248832.0,xlsx,2016.11-2017.11,单个数据 ,258.0,5.0分,20862,北京大地图科技有限公司
1959,2093,全国汽车加气站位置数据,文本,位置地图 ,631808.0,xlsx,2016.11-2017.11,单个数据 ,718.0,5.0分,28556,北京大地图科技有限公司
1960,2094,广东省地市级行政区划界线,文本,位置地图 ,711680.0,shape,2017.12-2017.12,单个数据 ,210.0,5.0分,22365,北京大地图科技有限公司
1961,2095,全国1-6级河流分布图,图片,位置地图 ,1048576.0,tif,2017.11-2017.12,单个数据 ,600.0,5.0分,27106,北京大地图科技有限公司
1962,2096,湖南省棋牌室位置信息数据,文本,位置地图 ,176128.0,xlsx,2016.10-2017.10,单个数据 ,213.0,5.0分,26248,北京大地图科技有限公司
1963,2097,河南省小学学校位置信息数据,文本,位置地图 ,832512.0,xlsx,2016.10-2017.10,单个数据 ,1076.0,5.0分,24695,北京大地图科技有限公司
1964,2098,河北省中国联通营业厅位置信息数据,文本,位置地图 ,236544.0,xlsx,2016.10-2017.10,单个数据 ,271.0,5.0分,25154,北京大地图科技有限公司
1965,2099,山东省中学学校位置信息数据,文本,位置地图 ,350208.0,xlsx,2016.10-2017.10,单个数据 ,411.0,5.0分,20966,北京大地图科技有限公司
1966,2100,上海市高等院校位置信息数据,文本,位置地图 ,142336.0,xlsx,2016.10-2017.10,单个数据 ,157.0,5.0分,20569,北京大地图科技有限公司
1967,2101,河北省二手车交易市场位置信息数据,文本,位置地图 ,241664.0,xlsx,2016.11-2017.10,单个数据 ,267.0,5.0分,21071,北京大地图科技有限公司
1968,2102,全国华润万家商场位置数据,文本,位置地图 ,198656.0,xlsx,2016.10-2017.10,单个数据 ,194.0,5.0分,29005,北京大地图科技有限公司
1969,2103,全国现代汽车特约维修点位置数据,文本,位置地图 ,133120.0,xlsx,2016.11-2017.11,单个数据 ,115.0,5.0分,25719,北京大地图科技有限公司
1970,2104,全国农场企业基地位置数据,文本,位置地图 ,1153433.6,xlsx,2016.11-2017.10,单个数据 ,1397.0,5.0分,24046,北京大地图科技有限公司
1971,2105,全国牧场企业基地位置数据,文本,位置地图 ,327680.0,xlsx,2016.11-2017.11,单个数据 ,382.0,5.0分,30055,北京大地图科技有限公司
1972,2106,全国标致雪铁龙汽车特约维修点,文本,位置地图 ,123904.0,xlsx,2016.11-2017.11,单个数据 ,105.0,5.0分,24864,北京大地图科技有限公司
1973,2107,全国大众汽车特约维修点位置数据,文本,位置地图 ,420864.0,xlsx,2016.11-2017.11,单个数据 ,405.0,5.0分,25787,北京大地图科技有限公司
1974,2108,全国福特汽车特约维修点位置数据,文本,位置地图 ,137216.0,xlsx,2016.11-2017.11,单个数据 ,113.0,5.0分,23446,北京大地图科技有限公司
1975,2109,全国江苏菜餐馆位置数据,文本,位置地图 ,195584.0,xlsx,2016.10-2017.11,单个数据 ,201.0,5.0分,28368,北京大地图科技有限公司
1976,2110,全国太平洋咖啡厅位置数据,文本,位置地图 ,41984.0,xlsx,2016.11-2017.10,单个数据 ,32.0,5.0分,26072,北京大地图科技有限公司
1977,2111,全国泰国/越南菜系餐厅位置数据,文本,位置地图 ,211968.0,xlsx,2016.10-2017.10,单个数据 ,198.0,5.0分,28453,北京大地图科技有限公司
1978,2112,全国意式菜品餐厅位置数据,文本,位置地图 ,427008.0,xlsx,2016.11-2017.10,单个数据 ,408.0,5.0分,27441,北京大地图科技有限公司
1979,2113,全国奇瑞汽车特约销售点位置数据,文本,位置地图 ,214016.0,xlsx,2016.10-2017.10,单个数据 ,205.0,5.0分,23097,北京大地图科技有限公司
1980,2114,全国评估事务所位置数据,文本,位置地图 ,851968.0,xlsx,2016.11-2017.11,单个数据 ,921.0,5.0分,28363,北京大地图科技有限公司
1981,2115,全国殡仪馆位置数据,文本,位置地图 ,218112.0,xlsx,2016.11-2017.10,单个数据 ,233.0,5.0分,24511,北京大地图科技有限公司
1982,2116,全国跆拳道场馆位置数据,文本,位置地图 ,1468006.4,xlsx,2016.11-2017.11,单个数据 ,1537.0,5.0分,25169,北京大地图科技有限公司
1983,2117,全国溜冰场位置数据,文本,位置地图 ,241664.0,xlsx,2016.11-2017.11,单个数据 ,243.0,5.0分,24830,北京大地图科技有限公司
1984,2118,全国采摘园位置数据,文本,位置地图 ,925696.0,xlsx,2016.11-2017.11,单个数据 ,969.0,5.0分,23338,北京大地图科技有限公司
1985,2119,全国剧场位置数据,文本,位置地图 ,404480.0,xlsx,2016.12-2017.11,单个数据 ,419.0,5.0分,26057,北京大地图科技有限公司
1986,2120,全国传媒机构位置数据,文本,位置地图 ,2411724.8,xlsx,2016.11-2017.11,单个数据 ,2651.0,5.0分,26597,北京大地图科技有限公司
1987,2121,全国展览馆位置数据,文本,位置地图 ,714752.0,xlsx,2016.11-2017.11,单个数据 ,776.0,5.0分,29339,北京大地图科技有限公司
1988,2122,全国清真寺教堂寺庙道观位置数据,文本,位置地图 ,2936012.8,xlsx,2016.11-2017.11,单个数据 ,3817.0,5.0分,23263,北京大地图科技有限公司
1989,2123,2016年全国耕地灌溉面积及施肥量分布图,图片,位置地图 ,3670016.0,jpg,-,单个数据 ,200.0,5.0分,29203,北京大地图科技有限公司
1990,2124,中国国家地质公园分布图,图片,位置地图 ,10066329.6,jpg,2017.01-2017.12,单个数据 ,600.0,5.0分,27057,北京大地图科技有限公司
1991,2125,中国住宿业企业从业人数与资产分布图,图片,位置地图 ,7235174.4,jpg,2017.10-2017.12,单个数据 ,600.0,5.0分,27140,北京大地图科技有限公司
1992,2126,中国电信营业厅分布图,图片,位置地图 ,12268339.2,jpg,2017.10-2017.12,单个数据 ,600.0,5.0分,25138,北京大地图科技有限公司
1993,2127,中国世界遗产分布图,图片,位置地图 ,5452595.2,jpg,2017.10-2017.12,单个数据 ,600.0,5.0分,20570,北京大地图科技有限公司
1994,2128,河北省幼儿园位置信息数据,文本,位置地图 ,1153433.6,xlsx,2016.10-2017.10,单个数据 ,1284.0,5.0分,24213,北京大地图科技有限公司
1995,2129,全国急救中心位置信息数据,文本,位置地图 ,476160.0,xlsx,2016.10-2017.10,单个数据 ,526.0,5.0分,24341,北京大地图科技有限公司
1996,2130,福建省产业园区位置信息数据,文本,位置地图 ,172032.0,xlsx,2016.10-2017.10,单个数据 ,215.0,5.0分,26456,北京大地图科技有限公司
1997,2131,湖北省产业园区位置信息数据,文本,位置地图 ,191488.0,xlsx,2016.10-2017.10,单个数据 ,239.0,5.0分,28677,北京大地图科技有限公司
1998,2132,云南省公共厕所位置信息数据,文本,位置地图 ,1363148.8,xlsx,2016.10-2017.10,单个数据 ,1060.0,5.0分,22398,北京大地图科技有限公司
1999,2133,山东省中国移动营业厅位置信息数据,文本,位置地图 ,543744.0,xlsx,2016.10-2017.10,单个数据 ,676.0,5.0分,26125,北京大地图科技有限公司
2000,2134,福建省酒吧位置信息数据,文本,位置地图 ,193536.0,xlsx,2016.10-2017.10,单个数据 ,207.0,5.0分,26179,北京大地图科技有限公司
2001,2135,四川省中学学校位置信息数据,文本,位置地图 ,323584.0,xlsx,2016.10-2017.10,单个数据 ,375.0,5.0分,26554,北京大地图科技有限公司
2002,2136,广西壮族自治区停车场位置信息数据,文本,位置地图 ,1153433.6,xlsx,2016.11-2017.10,单个数据 ,1647.0,5.0分,27657,北京大地图科技有限公司
2003,2137,河南省加油站位置信息数据,文本,位置地图 ,835584.0,xlsx,2016.11-2017.10,单个数据 ,1000.0,5.0分,27834,北京大地图科技有限公司
2004,2138,全国苏宁易购商场位置数据,文本,位置地图 ,314368.0,xlsx,2016.10-2017.10,单个数据 ,302.0,5.0分,29437,北京大地图科技有限公司
2005,2139,全国典当行位置数据,文本,位置地图 ,982016.0,xlsx,2016.10-2017.10,单个数据 ,1065.0,5.0分,20684,北京大地图科技有限公司
2006,2140,全国屈臣氏店铺位置数据,文本,位置地图 ,287744.0,xlsx,2016.10-2017.10,单个数据 ,290.0,5.0分,20871,北京大地图科技有限公司
2007,2141,全国花卉苗圃企业基地位置数据,文本,位置地图 ,515072.0,xlsx,2016.10-2017.11,单个数据 ,565.0,5.0分,23119,北京大地图科技有限公司
2008,2142,全国海马汽车特约销售点位置数据,文本,,118784.0,xlsx,2016.11-2017.10,单个数据 ,115.0,5.0分,28598,北京大地图科技有限公司
2009,2143,全国巴西菜餐厅位置数据,文本,位置地图 ,58368.0,xlsx,2016.10-2017.11,单个数据 ,47.0,5.0分,23689,北京大地图科技有限公司
2010,2144,全国长城汽车特约销售点位置数据,文本,位置地图 ,105472.0,xlsx,2016.11-2017.11,单个数据 ,97.0,5.0分,24683,北京大地图科技有限公司
2011,2145,全国福特汽车特约销售点位置数据,文本,位置地图 ,207872.0,xlsx,2016.10-2017.11,单个数据 ,192.0,5.0分,21007,北京大地图科技有限公司
2012,2146,全国北京汽车销售点位置数据,文本,位置地图 ,114688.0,xlsx,2016.11-2017.11,单个数据 ,101.0,5.0分,26226,北京大地图科技有限公司
2013,2147,全国宝马汽车特约销售点位置数据,文本,位置地图 ,63488.0,xlsx,2016.11-2017.11,单个数据 ,51.0,5.0分,21847,北京大地图科技有限公司
2014,2148,全国高尔夫球场位置数据,文本,位置地图 ,91136.0,xlsx,2016.11-2017.11,单个数据 ,75.0,5.0分,23385,北京大地图科技有限公司
2015,2149,全国保龄球馆位置数据,文本,位置地图 ,54272.0,xlsx,2016.11-2017.11,单个数据 ,44.0,5.0分,20447,北京大地图科技有限公司
2016,2150,全国会展中心位置数据,文本,位置地图 ,1153433.6,xlsx,2016.11-2017.11,单个数据 ,1299.0,5.0分,25900,北京大地图科技有限公司
2017,2151,全国杂志社位置数据,文本,位置地图 ,243712.0,xlsx,2016.11-2017.11,单个数据 ,261.0,5.0分,29562,北京大地图科技有限公司
2018,2152,全国证券公司位置数据,文本,位置地图 ,504832.0,xlsx,2016.11-2017.11,单个数据 ,517.0,5.0分,29496,北京大地图科技有限公司
2019,2153,金融对话语料10轮—2500轮,文本,智能客服 ,236544.0,.xlsx,2019.12-2019.12,单个数据 ,5000.0,5.0分,26175,北京云腾智达信息技术有限公司
2020,2154,中国最美景点分布图,图片,位置地图 ,9961472.0,jpg,2017.10-2017.11,单个数据 ,600.0,5.0分,22712,北京大地图科技有限公司
2021,2155,中国乡镇密度分布图,图片,位置地图 ,16252928.0,jpg,2017.10-2017.12,单个数据 ,600.0,5.0分,29055,北京大地图科技有限公司
2022,2156,中国降水径流区分布图,图片,位置地图 ,3355443.2,jpg,2017.11-2017.12,单个数据 ,600.0,5.0分,21167,北京大地图科技有限公司
2023,2157,中国一级流域分区图,图片,位置地图 ,2411724.8,jpg,2017.11-2017.11,单个数据 ,600.0,5.0分,22772,北京大地图科技有限公司
2024,2158,河南省幼儿园位置信息数据,文本,位置地图 ,1572864.0,xlsx,2016.10-2017.10,单个数据 ,1823.0,5.0分,21172,北京大地图科技有限公司
2025,2159,山西省公共厕所位置信息数据,文本,位置地图 ,476160.0,xlsx,2016.10-2017.10,单个数据 ,737.0,5.0分,30063,北京大地图科技有限公司
2026,2160,河南省中国电信营业厅位置信息数据,文本,位置地图 ,280576.0,xlsx,2016.10-2017.10,单个数据 ,325.0,5.0分,25691,北京大地图科技有限公司
2027,2161,湖南省中国联通营业厅位置信息数据,文本,位置地图 ,197632.0,xlsx,2016.10-2017.10,单个数据 ,231.0,5.0分,21042,北京大地图科技有限公司
